contract_no,contract_serial,contract_type,contract_status_no,state,out_date,out_time,in_date,in_time,days,out_milage,in_milage,milage_changed,vehicle_id,is_status_5,matches_cancelled_flag
81437,36712,C,5,closed,"2025-05-17 00:00:00",15:50:00,"2025-05-17 00:00:00",15:50:00,0,54090,0,yes,1822,yes,matches
81454,36737,C,5,closed,"2025-05-18 00:00:00",12:57:27,"2025-05-18 00:00:00",12:57:27,0,2893,0,yes,1883,yes,matches
81445,36725,C,5,closed,"2025-05-18 00:00:00",00:50:00,"2025-05-18 00:00:00",00:50:00,0,40215,0,yes,1819,yes,matches
81473,36762,C,5,closed,"2025-05-19 00:00:00",10:15:00,"2025-05-19 00:00:00",10:15:00,0,205405,0,yes,1702,yes,matches
81519,36710,C,5,closed,"2025-05-21 00:00:00",15:22:00,"2025-05-21 00:00:00",15:22:00,0,55142,,no,1896,yes,matches
81526,36827,C,5,closed,"2025-05-21 00:00:00",19:20:00,"2025-05-21 00:00:00",19:20:00,0,69599,0,yes,1804,yes,matches
81564,36872,C,5,closed,"2025-05-22 00:00:00",03:52:00,"2025-05-22 00:00:00",03:52:00,0,205829,0,yes,1702,yes,matches
81556,36863,C,5,closed,"2025-05-22 00:00:00",21:49:26,"2025-05-22 00:00:00",21:49:26,0,471,0,yes,1907,yes,matches
81548,36855,C,5,closed,"2025-05-22 00:00:00",19:00:00,"2025-05-22 00:00:00",19:00:00,0,18960,0,yes,1864,yes,matches
81567,36876,C,5,closed,"2025-05-23 00:00:00",14:00:00,"2025-05-23 00:00:00",14:00:00,0,55921,0,yes,1803,yes,matches
81601,36924,C,5,closed,"2025-05-24 00:00:00",18:41,"2025-05-24 00:00:00",18:41,0,57141,0,yes,1789,yes,matches
81598,36919,C,5,closed,"2025-05-24 00:00:00",17:00:00,"2025-05-24 00:00:00",17:00:00,0,57119,0,yes,1789,yes,matches
81597,36918,C,5,closed,"2025-05-24 00:00:00",15:37:23,"2025-05-24 00:00:00",15:37:23,0,76579,0,yes,1782,yes,matches
81583,36901,C,5,closed,"2025-05-24 00:00:00",09:00:00,"2025-05-24 00:00:00",09:00:00,0,11689,0,yes,1889,yes,matches
81628,36959,C,5,closed,"2025-05-26 00:00:00",12:00:00,"2025-05-26 00:00:00",12:00:00,0,95965,0,yes,1788,yes,matches
81666,37009,C,5,closed,"2025-05-27 00:00:00",18:00:00,"2025-05-27 00:00:00",18:00:00,0,88914,0,yes,1756,yes,matches
81766,37145,C,5,closed,"2025-06-02 00:00:00",13:00:00,"2025-06-02 00:00:00",13:00:00,0,56547,0,yes,1840,yes,matches
81765,37144,C,5,closed,"2025-06-02 00:00:00",09:30:00,"2025-06-02 00:00:00",09:30:00,0,76830,0,yes,1782,yes,matches
81793,37181,C,5,closed,"2025-06-03 00:00:00",22:30:00,"2025-06-03 00:00:00",22:30:00,0,75505,0,yes,1780,yes,matches
81781,37163,C,5,closed,"2025-06-03 00:00:00",15:00:00,"2025-06-03 00:00:00",15:00:00,0,43108,0,yes,1841,yes,matches
81842,37238,C,5,closed,"2025-06-05 00:00:00",22:00:00,"2025-06-05 00:00:00",22:00:00,0,438,0,yes,1906,yes,matches
81815,37207,C,5,closed,"2025-06-05 00:00:00",03:15:00,"2025-06-05 00:00:00",03:15:00,0,769,0,yes,1899,yes,matches
81871,37269,C,5,closed,"2025-06-06 00:00:00",23:00:00,"2025-06-06 00:00:00",23:00:00,0,81907,0,yes,1742,yes,matches
81863,37259,C,5,closed,"2025-06-06 00:00:00",14:20:00,"2025-06-06 00:00:00",14:20:00,0,92687,0,yes,1774,yes,matches
81860,37256,C,5,closed,"2025-06-06 00:00:00",11:01:52,"2025-06-06 00:00:00",11:01:52,0,43108,0,yes,1841,yes,matches
81857,37253,C,5,closed,"2025-06-06 00:00:00",10:00:30,"2025-06-06 00:00:00",10:00:30,0,100204,0,yes,1737,yes,matches
81881,37279,C,5,closed,"2025-06-07 00:00:00",12:11:43,"2025-06-07 00:00:00",12:11:43,0,81907,0,yes,1742,yes,matches
81880,37278,C,5,closed,"2025-06-07 00:00:00",12:03:48,"2025-06-07 00:00:00",12:03:48,0,41555,0,yes,1812,yes,matches
3012,37334,U,5,closed,"2025-06-09 00:00:00",20:23:45,"2025-06-09 00:00:00",20:23:45,0,1,1,no,1798,yes,matches
81963,37387,C,5,closed,"2025-06-11 00:00:00",19:16:53,"2025-06-11 00:00:00",19:16:53,0,102044,0,yes,1741,yes,matches
81951,37373,C,5,closed,"2025-06-11 00:00:00",11:45:00,"2025-06-11 00:00:00",11:45:00,0,82527,0,yes,1807,yes,matches
81977,37404,C,5,closed,"2025-06-12 00:00:00",11:56:00,"2025-06-12 00:00:00",11:56:00,0,82000,82001,yes,1742,yes,matches
81987,37419,C,5,closed,"2025-06-12 00:00:00",23:00:00,"2025-06-12 00:00:00",23:00:00,0,67126,0,yes,1816,yes,matches
82052,37501,C,5,closed,"2025-06-16 00:00:00",20:52:44,"2025-06-16 00:00:00",20:52:44,0,101619,0,yes,1836,yes,matches
82076,37532,C,5,closed,"2025-06-17 00:00:00",23:03:00,"2025-06-17 00:00:00",23:03:00,0,18108,0,yes,1910,yes,matches
82073,37529,C,5,closed,"2025-06-17 00:00:00",21:13:20,"2025-06-17 00:00:00",21:13:20,0,21218,0,yes,1892,yes,matches
82067,37519,C,5,closed,"2025-06-17 00:00:00",16:03:00,"2025-06-17 00:00:00",16:03:00,0,17834,0,yes,1798,yes,matches
82105,37569,C,5,closed,"2025-06-19 00:00:00",15:19:18,"2025-06-19 00:00:00",15:19:18,0,82813,0,yes,1807,yes,matches
82098,37562,C,5,closed,"2025-06-19 00:00:00",08:00:00,"2025-06-19 00:00:00",08:00:00,0,56816,0,yes,1818,yes,matches
82124,37593,C,5,closed,"2025-06-20 00:00:00",16:46:21,"2025-06-20 00:00:00",16:46:21,0,14915,0,yes,1885,yes,matches
82136,37611,C,5,closed,"2025-06-21 00:00:00",15:00:00,"2025-06-21 00:00:00",15:00:00,0,109558,0,yes,1738,yes,matches
82161,37645,C,5,closed,"2025-06-22 00:00:00",08:47:00,"2025-06-22 00:00:00",08:47:00,0,42121,0,yes,1798,yes,matches
82152,37635,C,5,closed,"2025-06-22 00:00:00",20:00:00,"2025-06-22 00:00:00",20:00:00,0,84313,0,yes,1758,yes,matches
82151,37634,C,5,closed,"2025-06-22 00:00:00",20:00:00,"2025-06-22 00:00:00",20:00:00,0,53630,0,yes,1826,yes,matches
82147,37626,C,5,closed,"2025-06-22 00:00:00",14:00:00,"2025-06-22 00:00:00",14:00:00,0,57053,0,yes,1840,yes,matches
82160,37644,C,5,closed,"2025-06-23 00:00:00",08:00:00,"2025-06-23 00:00:00",08:00:00,0,3480,0,yes,1903,yes,matches
82153,37636,C,5,closed,"2025-06-23 00:00:00",08:00:00,"2025-06-23 00:00:00",08:00:00,0,42091,0,yes,1812,yes,matches
82240,37746,C,5,closed,"2025-06-27 00:00:00",17:30:00,"2025-06-27 00:00:00",17:30:00,0,91326,0,yes,1756,yes,matches
82288,37806,C,5,closed,"2025-06-30 00:00:00",18:24:30,"2025-06-30 00:00:00",18:24:30,0,86313,0,yes,1777,yes,matches
82298,37817,C,5,closed,"2025-07-01 00:00:00",14:09:00,"2025-07-01 00:00:00",14:09:00,0,94690,0,yes,1774,yes,matches
82292,37810,C,5,closed,"2025-07-01 00:00:00",11:00:00,"2025-07-01 00:00:00",11:00:00,0,98721,0,yes,1788,yes,matches
82335,37867,C,5,closed,"2025-07-03 00:00:00",17:06:13,"2025-07-03 00:00:00",17:06:13,0,45737,0,yes,1813,yes,matches
82363,37904,C,5,closed,"2025-07-04 00:00:00",21:30:51,"2025-07-04 00:00:00",21:30:51,0,92272,0,yes,1795,yes,matches
82359,37900,C,5,closed,"2025-07-04 00:00:00",20:30:00,"2025-07-04 00:00:00",20:30:00,0,14740,0,yes,1888,yes,matches
82349,37886,C,5,closed,"2025-07-04 00:00:00",13:10:25,"2025-07-04 00:00:00",13:10:25,0,42163,0,yes,1812,yes,matches
82346,37880,C,5,closed,"2025-07-04 00:00:00",12:28:30,"2025-07-04 00:00:00",12:28:30,0,42162,0,yes,1812,yes,matches
82418,37984,C,5,closed,"2025-07-08 00:00:00",21:51:00,"2025-07-08 00:00:00",21:51:00,0,148121,0,yes,1744,yes,matches
82407,37963,C,5,closed,"2025-07-08 00:00:00",10:45:00,"2025-07-08 00:00:00",10:45:00,0,97658,0,yes,1730,yes,matches
82432,38001,C,5,closed,"2025-07-09 00:00:00",18:11:17,"2025-07-09 00:00:00",18:11:17,0,75651,0,yes,1802,yes,matches
82470,38054,C,5,closed,"2025-07-12 00:00:00",16:02:36,"2025-07-12 00:00:00",16:02:36,0,63111,0,yes,1778,yes,matches
82492,38083,C,5,closed,"2025-07-13 00:00:00",18:30:00,"2025-07-13 00:00:00",18:30:00,0,44615,0,yes,1851,yes,matches
82517,38111,C,5,closed,"2025-07-14 00:00:00",22:05:00,"2025-07-14 00:00:00",22:05:00,0,46680,0,yes,1813,yes,matches
82584,38199,C,5,closed,"2025-07-18 00:00:00",13:00:00,"2025-07-18 00:00:00",13:00:00,0,54595,0,yes,1826,yes,matches
82610,38238,C,5,closed,"2025-07-19 00:00:00",19:53:21,"2025-07-19 00:00:00",19:53:21,0,30979,0,yes,1887,yes,matches
82599,38220,C,5,closed,"2025-07-19 00:00:00",12:42:59,"2025-07-19 00:00:00",12:42:59,0,30887,0,yes,1887,yes,matches
82634,38269,C,5,closed,"2025-07-21 00:00:00",10:00:00,"2025-07-21 00:00:00",10:00:00,0,122105,0,yes,1732,yes,matches
82663,38308,C,5,closed,"2025-07-23 00:00:00",15:00:00,"2025-07-23 00:00:00",15:00:00,0,30617,0,yes,1867,yes,matches
82705,38361,C,5,closed,"2025-07-25 00:00:00",12:00:00,"2025-07-25 00:00:00",12:00:00,0,148224,0,yes,1755,yes,matches
82759,38434,C,5,closed,"2025-07-28 00:00:00",17:05:00,"2025-07-28 00:00:00",17:05:00,0,102386,0,yes,1737,yes,matches
82776,38453,C,5,closed,"2025-07-29 00:00:00",13:01:58,"2025-07-29 00:00:00",13:01:58,0,30681,0,yes,1867,yes,matches
82805,38492,C,5,closed,"2025-07-31 00:00:00",19:30:00,"2025-07-31 00:00:00",19:30:00,0,22798,22911,yes,1892,yes,matches
82803,38490,C,5,closed,"2025-07-31 00:00:00",13:30:00,"2025-07-31 00:00:00",13:30:00,0,54775,0,yes,1797,yes,matches
82821,38511,C,5,closed,"2025-08-01 00:00:00",14:00:00,"2025-08-01 00:00:00",14:00:00,0,96222,0,yes,1774,yes,matches
82816,38506,C,5,closed,"2025-08-01 00:00:00",10:00:00,"2025-08-01 00:00:00",10:00:00,0,107956,0,yes,1786,yes,matches
82807,38291,C,5,closed,"2025-08-01 00:00:00",14:40:00,"2025-08-01 00:00:00",14:40:00,0,8825,,no,1902,yes,matches
82857,38555,C,5,closed,"2025-08-03 00:00:00",00:15:00,"2025-08-03 00:00:00",00:15:00,0,70187,0,yes,1790,yes,matches
82878,38582,C,5,closed,"2025-08-04 00:00:00",14:00:00,"2025-08-04 00:00:00",14:00:00,0,7524,0,yes,1903,yes,matches
82876,38580,C,5,closed,"2025-08-04 00:00:00",12:30:00,"2025-08-04 00:00:00",12:30:00,0,98907,0,yes,1801,yes,matches
82915,38626,C,5,closed,"2025-08-05 00:00:00",18:30:00,"2025-08-05 00:00:00",18:30:00,0,31469,0,yes,1873,yes,matches
82903,38609,C,5,closed,"2025-08-05 00:00:00",12:30:00,"2025-08-05 00:00:00",12:30:00,0,96332,0,yes,1776,yes,matches
82902,38608,C,5,closed,"2025-08-05 00:00:00",11:00:00,"2025-08-05 00:00:00",11:00:00,0,20236,0,yes,1910,yes,matches
82899,38605,C,5,closed,"2025-08-05 00:00:00",11:00:00,"2025-08-05 00:00:00",11:00:00,0,79324,0,yes,1782,yes,matches
82955,38678,C,5,closed,"2025-08-08 00:00:00",13:30:00,"2025-08-08 00:00:00",13:30:00,0,9365,0,yes,1902,yes,matches
82950,38672,C,5,closed,"2025-08-08 00:00:00",11:00:00,"2025-08-08 00:00:00",11:00:00,0,20277,0,yes,1910,yes,matches
82984,38717,C,5,closed,"2025-08-10 00:00:00",09:15:00,"2025-08-10 00:00:00",09:15:00,0,41305,0,yes,1791,yes,matches
83025,38772,C,5,closed,"2025-08-12 00:00:00",15:30:00,"2025-08-12 00:00:00",15:30:00,0,23194,0,yes,1864,yes,matches
83041,38798,C,5,closed,"2025-08-13 00:00:00",12:33:45,"2025-08-13 00:00:00",12:33:45,0,98981,98985,yes,1730,yes,matches
72402,38797,P,5,closed,"2025-08-13 00:00:00",12:07:34,"2025-08-13 00:00:00",12:07:34,0,6331,0,yes,1877,yes,matches
3362,38836,U,5,closed,"2025-08-14 00:00:00",19:00:00,"2025-08-14 00:00:00",19:00:00,0,40888,0,yes,1893,yes,matches
83106,38886,C,5,closed,"2025-08-17 00:00:00",13:03:39,"2025-08-17 00:00:00",13:03:39,0,59296,0,yes,1803,yes,matches
83103,38882,C,5,closed,"2025-08-17 00:00:00",11:50:00,"2025-08-17 00:00:00",11:50:00,0,60967,0,yes,1789,yes,matches
83101,38880,C,5,closed,"2025-08-17 00:00:00",12:00:00,"2025-08-17 00:00:00",12:00:00,0,99328,0,yes,1801,yes,matches
83155,38952,C,5,closed,"2025-08-19 00:00:00",19:00:00,"2025-08-19 00:00:00",19:00:00,0,21578,0,yes,1881,yes,matches
83202,39017,C,5,closed,"2025-08-22 00:00:00",19:51:00,"2025-08-22 00:00:00",19:51:00,0,127608,0,yes,1737,yes,matches
83197,39011,C,5,closed,"2025-08-22 00:00:00",16:33:00,"2025-08-22 00:00:00",16:33:00,0,60874,0,yes,1822,yes,matches
83232,39058,C,5,closed,"2025-08-24 00:00:00",20:09:46,"2025-08-24 00:00:00",20:09:46,0,61293,0,yes,1822,yes,matches
83248,39079,C,5,closed,"2025-08-26 00:00:00",09:00:00,"2025-08-26 00:00:00",09:00:00,0,31672,0,yes,1852,yes,matches
83273,39110,C,5,closed,"2025-08-27 00:00:00",15:10:17,"2025-08-27 00:00:00",15:10:17,0,6431,,no,1905,yes,matches
83297,39140,C,5,closed,"2025-08-28 00:00:00",22:05:45,"2025-08-28 00:00:00",22:05:45,0,24177,0,yes,1892,yes,matches
83294,39137,C,5,closed,"2025-08-28 00:00:00",20:57:10,"2025-08-28 00:00:00",20:57:10,0,18218,0,yes,1878,yes,matches
83282,39122,C,5,closed,"2025-08-28 00:00:00",14:00:00,"2025-08-28 00:00:00",14:00:00,0,32625,0,yes,1895,yes,matches
83310,39155,C,5,closed,"2025-08-29 00:00:00",19:27:05,"2025-08-29 00:00:00",19:27:05,0,58775,0,yes,1824,yes,matches
83289,39131,C,5,closed,"2025-08-29 00:00:00",08:30:00,"2025-08-29 00:00:00",08:30:00,0,100639,0,yes,1801,yes,matches
83355,39214,C,5,closed,"2025-09-01 00:00:00",12:00:00,"2025-09-01 00:00:00",12:00:00,0,96265,0,yes,1795,yes,matches
83352,39211,C,5,closed,"2025-09-01 00:00:00",10:30:00,"2025-09-01 00:00:00",10:30:00,0,12810,0,yes,1894,yes,matches
83393,39263,C,5,closed,"2025-09-02 00:00:00",18:34:00,"2025-09-02 00:00:00",18:34:00,0,76884,0,yes,1814,yes,matches
83390,39259,C,5,closed,"2025-09-02 00:00:00",19:00:00,"2025-09-02 00:00:00",19:00:00,0,62060,0,yes,1822,yes,matches
83414,39294,C,5,closed,"2025-09-03 00:00:00",19:50:46,"2025-09-03 00:00:00",19:50:46,0,69414,0,yes,1820,yes,matches
83400,39275,C,5,closed,"2025-09-03 00:00:00",10:30:00,"2025-09-03 00:00:00",10:30:00,0,48161,0,yes,1844,yes,matches
83423,39303,C,5,closed,"2025-09-04 00:00:00",13:20:00,"2025-09-04 00:00:00",13:20:00,0,76897,0,yes,1814,yes,matches
83422,39302,C,5,closed,"2025-09-04 00:00:00",10:30:00,"2025-09-04 00:00:00",10:30:00,0,6432,0,yes,1905,yes,matches
83461,39350,C,5,closed,"2025-09-05 00:00:00",21:00:00,"2025-09-05 00:00:00",21:00:00,0,82587,0,yes,1780,yes,matches
83459,39345,C,5,closed,"2025-09-05 00:00:00",15:19:00,"2025-09-05 00:00:00",15:19:00,0,82421,0,yes,1748,yes,matches
83451,39336,C,5,closed,"2025-09-05 00:00:00",14:00:00,"2025-09-05 00:00:00",14:00:00,0,62065,0,yes,1897,yes,matches
83444,39328,C,5,closed,"2025-09-05 00:00:00",10:30:00,"2025-09-05 00:00:00",10:30:00,0,31957,0,yes,1852,yes,matches
83481,39378,C,5,closed,"2025-09-06 00:00:00",19:40:00,"2025-09-06 00:00:00",19:40:00,0,82648,0,yes,1782,yes,matches
83472,39361,C,5,closed,"2025-09-06 00:00:00",12:30:00,"2025-09-06 00:00:00",12:30:00,0,77364,0,yes,1798,yes,matches
83469,39358,C,5,closed,"2025-09-06 00:00:00",12:45:00,"2025-09-06 00:00:00",12:45:00,0,77364,0,yes,1814,yes,matches
83466,39355,C,5,closed,"2025-09-06 00:00:00",08:00:00,"2025-09-06 00:00:00",08:00:00,0,68179,0,yes,1810,yes,matches
83484,39381,C,5,closed,"2025-09-07 00:00:00",00:19:00,"2025-09-07 00:00:00",00:19:00,0,53192,0,yes,1823,yes,matches
3492,39441,U,5,closed,"2025-09-09 00:00:00",17:58:00,"2025-09-09 00:00:00",17:58:00,0,31010,0,yes,1862,yes,matches
83550,39466,C,5,closed,"2025-09-10 00:00:00",20:00:00,"2025-09-10 00:00:00",20:00:00,0,33809,0,yes,1873,yes,matches
83542,39457,C,5,closed,"2025-09-10 00:00:00",12:40:00,"2025-09-10 00:00:00",12:40:00,0,96884,0,yes,1795,yes,matches
83574,39496,C,5,closed,"2025-09-11 00:00:00",22:00:00,"2025-09-11 00:00:00",22:00:00,0,81353,0,yes,1782,yes,matches
83571,39492,C,5,closed,"2025-09-11 00:00:00",19:41:32,"2025-09-11 00:00:00",19:41:32,0,70330,0,yes,1820,yes,matches
83563,39481,C,5,closed,"2025-09-11 00:00:00",10:09:52,"2025-09-11 00:00:00",10:09:52,0,1,0,yes,1844,yes,matches
83559,39477,C,5,closed,"2025-09-11 00:00:00",19:15:00,"2025-09-11 00:00:00",19:15:00,0,101496,0,yes,1801,yes,matches
83556,39474,C,5,closed,"2025-09-11 00:00:00",00:24:43,"2025-09-11 00:00:00",00:24:43,0,3869,0,yes,1907,yes,matches
83610,39545,C,5,closed,"2025-09-13 00:00:00",21:27:36,"2025-09-13 00:00:00",21:27:36,0,1,0,yes,1798,yes,matches
83596,39526,C,5,closed,"2025-09-13 00:00:00",10:30:00,"2025-09-13 00:00:00",10:30:00,0,95609,0,yes,1754,yes,matches
83625,39569,C,5,closed,"2025-09-14 00:00:00",20:00:00,"2025-09-14 00:00:00",20:00:00,0,20189,0,yes,1878,yes,matches
83660,39619,C,5,closed,"2025-09-16 00:00:00",21:00:00,"2025-09-16 00:00:00",21:00:00,0,98882,0,yes,1776,yes,matches
83655,39612,C,5,closed,"2025-09-16 00:00:00",14:10:00,"2025-09-16 00:00:00",14:10:00,0,86541,0,yes,1742,yes,matches
83681,39647,C,5,closed,"2025-09-17 00:00:00",19:00:00,"2025-09-17 00:00:00",19:00:00,0,24043,0,yes,1869,yes,matches
83768,39755,C,5,closed,"2025-09-22 00:00:00",20:30:28,"2025-09-22 00:00:00",20:30:28,0,69724,0,yes,1810,yes,matches
83825,39823,C,5,closed,"2025-09-25 00:00:00",22:35:00,"2025-09-25 00:00:00",22:35:00,0,84067,0,yes,1780,yes,matches
83816,39813,C,5,closed,"2025-09-25 00:00:00",13:00:00,"2025-09-25 00:00:00",13:00:00,0,44187,0,yes,1819,yes,matches
83813,39809,C,5,closed,"2025-09-25 00:00:00",10:00:00,"2025-09-25 00:00:00",10:00:00,0,63029,0,yes,1822,yes,matches
83804,39798,C,5,closed,"2025-09-25 00:00:00",07:25:00,"2025-09-25 00:00:00",07:25:00,0,4163,0,yes,1907,yes,matches
83840,39839,C,5,closed,"2025-09-26 00:00:00",12:40:00,"2025-09-26 00:00:00",12:40:00,0,1,0,yes,1908,yes,matches
83833,39832,C,5,closed,"2025-09-26 00:00:00",10:00:00,"2025-09-26 00:00:00",10:00:00,0,82176,0,yes,1787,yes,matches
83862,39873,C,5,closed,"2025-09-27 00:00:00",20:00:00,"2025-09-27 00:00:00",20:00:00,0,8058,0,yes,1883,yes,matches
83859,39868,C,5,closed,"2025-09-27 00:00:00",09:00:00,"2025-09-27 00:00:00",09:00:00,0,114982,0,yes,1738,yes,matches
83900,39923,C,5,closed,"2025-09-29 00:00:00",13:33:00,"2025-09-29 00:00:00",13:33:00,0,104243,0,yes,1772,yes,matches
83893,39916,C,5,closed,"2025-09-29 00:00:00",20:00:00,"2025-09-29 00:00:00",20:00:00,0,102093,0,yes,1801,yes,matches
83906,39933,C,5,closed,"2025-09-30 00:00:00",17:00:00,"2025-09-30 00:00:00",17:00:00,0,72518,0,yes,1790,yes,matches
83926,39960,C,5,closed,"2025-10-02 00:00:00",09:30:00,"2025-10-02 00:00:00",09:30:00,0,92644,0,yes,1758,yes,matches
83936,39975,C,5,closed,"2025-10-03 00:00:00",07:15:00,"2025-10-03 00:00:00",07:15:00,0,92644,0,yes,1758,yes,matches
84000,40052,C,5,closed,"2025-10-06 00:00:00",09:00:00,"2025-10-06 00:00:00",09:00:00,0,104859,0,yes,1772,yes,matches
84028,40087,C,5,closed,"2025-10-07 00:00:00",22:15:00,"2025-10-07 00:00:00",22:15:00,0,79103,0,yes,1743,yes,matches
84016,40074,C,5,closed,"2025-10-07 00:00:00",14:00:00,"2025-10-07 00:00:00",14:00:00,0,98562,0,yes,1795,yes,matches
84035,40095,C,5,closed,"2025-10-08 00:00:00",12:00:00,"2025-10-08 00:00:00",12:00:00,0,98562,0,yes,1795,yes,matches
84068,40136,C,5,closed,"2025-10-09 00:00:00",21:00:00,"2025-10-09 00:00:00",21:00:00,0,106227,0,yes,1799,yes,matches
3653,40159,U,5,closed,"2025-10-10 00:00:00",21:10:00,"2025-10-10 00:00:00",21:10:00,0,90887,0,yes,1796,yes,matches
84098,40178,C,5,closed,"2025-10-11 00:00:00",22:21:00,"2025-10-11 00:00:00",22:21:00,0,22723,0,yes,1878,yes,matches
84092,40170,C,5,closed,"2025-10-11 00:00:00",16:30:00,"2025-10-11 00:00:00",16:30:00,0,7232,0,yes,1900,yes,matches
84087,40165,C,5,closed,"2025-10-11 00:00:00",12:30:00,"2025-10-11 00:00:00",12:30:00,0,15471,0,yes,1894,yes,matches
84120,40205,C,5,closed,"2025-10-12 00:00:00",20:39:00,"2025-10-12 00:00:00",20:39:00,0,61406,0,yes,1896,yes,matches
84128,40215,C,5,closed,"2025-10-13 00:00:00",15:00:00,"2025-10-13 00:00:00",15:00:00,0,25331,0,yes,1881,yes,matches
84142,40229,C,5,closed,"2025-10-14 00:00:00",11:30:00,"2025-10-14 00:00:00",11:30:00,0,42268,0,yes,1839,yes,matches
84166,40261,C,5,closed,"2025-10-15 00:00:00",19:00:00,"2025-10-15 00:00:00",19:00:00,0,36767,0,yes,1873,yes,matches
84164,40258,C,5,closed,"2025-10-15 00:00:00",17:00:00,"2025-10-15 00:00:00",17:00:00,0,116688,0,yes,1753,yes,matches
84175,40270,C,5,closed,"2025-10-16 00:00:00",10:00:00,"2025-10-16 00:00:00",10:00:00,0,78284,0,yes,1816,yes,matches
84194,40293,C,5,closed,"2025-10-17 00:00:00",08:00:00,"2025-10-17 00:00:00",08:00:00,0,98940,0,yes,1795,yes,matches
84345,40475,C,5,closed,"2025-10-17 00:00:00",13:22:00,"2025-10-17 00:00:00",13:22:00,0,73299,0,yes,1790,yes,matches
84238,40343,C,5,closed,"2025-10-18 00:00:00",22:00:00,"2025-10-18 00:00:00",22:00:00,0,55922,0,yes,1823,yes,matches
84229,40333,C,5,closed,"2025-10-18 00:00:00",14:24:00,"2025-10-18 00:00:00",14:24:00,0,307,0,yes,1915,yes,matches
84251,40361,C,5,closed,"2025-10-19 00:00:00",20:00:00,"2025-10-19 00:00:00",20:00:00,0,9752,9752,no,1905,yes,matches
84246,40353,C,5,closed,"2025-10-19 00:00:00",12:27:52,"2025-10-19 00:00:00",12:27:52,0,9752,0,yes,1905,yes,matches
84269,40381,C,5,closed,"2025-10-20 00:00:00",19:30:00,"2025-10-20 00:00:00",19:30:00,0,21745,0,yes,1884,yes,matches
84262,40374,C,5,closed,"2025-10-20 00:00:00",16:05:00,"2025-10-20 00:00:00",16:05:00,0,24975,0,yes,1882,yes,matches
84285,40401,C,5,closed,"2025-10-21 00:00:00",17:00:00,"2025-10-21 00:00:00",17:00:00,0,71822,0,yes,1820,yes,matches
84293,40411,C,5,closed,"2025-10-22 00:00:00",23:30:00,"2025-10-22 00:00:00",23:30:00,0,21803,0,yes,1884,yes,matches
84290,40408,C,5,closed,"2025-10-22 00:00:00",10:00:00,"2025-10-22 00:00:00",10:00:00,0,35948,0,yes,1867,yes,matches
84289,40407,C,5,closed,"2025-10-22 00:00:00",10:00:00,"2025-10-22 00:00:00",10:00:00,0,42736,0,yes,1868,yes,matches
84314,40436,C,5,closed,"2025-10-23 00:00:00",16:00:00,"2025-10-23 00:00:00",16:00:00,0,21803,0,yes,1884,yes,matches
84311,40431,C,5,closed,"2025-10-23 00:00:00",13:30:00,"2025-10-23 00:00:00",13:30:00,0,24899,,no,1859,yes,matches
84332,40458,C,5,closed,"2025-10-24 00:00:00",11:35:00,"2025-10-24 00:00:00",11:35:00,0,92081,0,yes,1796,yes,matches
84325,40450,C,5,closed,"2025-10-24 00:00:00",02:00:00,"2025-10-24 00:00:00",02:00:00,0,85333,0,yes,1748,yes,matches
84342,40472,C,5,closed,"2025-10-24 00:00:00",17:20:00,"2025-10-24 00:00:00",17:20:00,0,64331,0,yes,1803,yes,matches
84372,40509,C,5,closed,"2025-10-26 00:00:00",08:00:00,"2025-10-26 00:00:00",08:00:00,0,6103,0,yes,1899,yes,matches
84409,40552,C,5,closed,"2025-10-28 00:00:00",14:00:00,"2025-10-28 00:00:00",14:00:00,0,35971,0,yes,1857,yes,matches
84407,40550,C,5,closed,"2025-10-28 00:00:00",13:00:00,"2025-10-28 00:00:00",13:00:00,0,38570,0,yes,1895,yes,matches
84448,40603,C,5,closed,"2025-10-30 00:00:00",13:00:00,"2025-10-30 00:00:00",13:00:00,0,42878,0,yes,1868,yes,matches
84440,40594,C,5,closed,"2025-10-30 00:00:00",10:00:00,"2025-10-30 00:00:00",10:00:00,0,6489,0,yes,1907,yes,matches
84473,40632,C,5,closed,"2025-10-31 00:00:00",17:00:00,"2025-10-31 00:00:00",17:00:00,0,63016,0,yes,1850,yes,matches
84561,40733,C,5,closed,"2025-11-03 00:00:00",23:12:00,"2025-11-03 00:00:00",23:12:00,0,54670,0,yes,1827,yes,matches
84551,40720,C,5,closed,"2025-11-03 00:00:00",18:30:00,"2025-11-03 00:00:00",18:30:00,0,80950,0,yes,1743,yes,matches
84526,40690,C,5,closed,"2025-11-03 00:00:00",08:00:00,"2025-11-03 00:00:00",08:00:00,0,36850,0,yes,1867,yes,matches
84576,40755,C,5,closed,"2025-11-04 00:00:00",16:30:00,"2025-11-04 00:00:00",16:30:00,0,66770,0,yes,1840,yes,matches
84598,40780,C,5,closed,"2025-11-05 00:00:00",17:31:00,"2025-11-05 00:00:00",17:31:00,0,53310,0,yes,1761,yes,matches
84597,40779,C,5,closed,"2025-11-05 00:00:00",20:00:00,"2025-11-05 00:00:00",20:00:00,0,13108,0,yes,1902,yes,matches
84591,40769,C,5,closed,"2025-11-05 00:00:00",16:00:00,"2025-11-05 00:00:00",16:00:00,0,27411,0,yes,1869,yes,matches
